CustomerID,MesReferencia,LoginsMensais,TicketsSuporte,NPS
C02443,2024-12-01,18,1,7
C02444,2024-12-01,22,2,5
C02444,2024-01-01,19,0,8
C02444,2024-02-01,19,1,7
C02444,2024-11-01,20,3,8
C02444,2024-09-01,14,2,10
C02444,2024-04-01,19,1,8
C02444,2024-03-01,19,1,8
C02444,2024-05-01,14,2,7
C02444,2024-07-01,25,2,8
C02445,2024-08-01,21,1,10
C02445,2024-11-01,22,0,4
C02445,2024-04-01,16,0,6
C02445,2024-07-01,18,2,8
C02445,2024-05-01,22,1,2
C02445,2024-10-01,7,0,6
C02445,2024-12-01,20,1,7
C02445,2024-01-01,18,3,7
C02445,2024-03-01,22,0,3
C02445,2024-06-01,28,0,5
C02445,2024-02-01,20,1,7
C02445,2024-09-01,19,1,6
C02446,2024-08-01,20,0,9
C02446,2024-03-01,18,1,6
C02446,2024-09-01,14,2,9
C02446,2024-06-01,20,1,4
C02446,2024-11-01,17,1,5
C02446,2024-12-01,17,1,10
C02446,2024-04-01,26,4,6
C02446,2024-01-01,15,1,6
C02446,2024-10-01,19,0,7
C02446,2024-02-01,26,2,7
C02446,2024-05-01,15,1,6
C02447,2024-12-01,24,3,10
C02447,2024-11-01,28,0,9
C02447,2024-06-01,19,1,6
C02447,2024-03-01,23,1,6
C02447,2024-01-01,23,0,8
C02447,2024-04-01,19,0,9
C02447,2024-08-01,23,0,7
C02447,2024-10-01,22,0,8
C02447,2024-05-01,15,0,9
C02448,2024-05-01,21,3,6
C02448,2024-12-01,14,1,4
C02448,2024-10-01,24,0,6
C02448,2024-07-01,24,0,6
C02448,2024-03-01,19,1,4
C02448,2024-08-01,25,0,10
C02448,2024-02-01,23,0,7
C02448,2024-06-01,17,1,6
C02448,2024-04-01,24,0,6
C02448,2024-01-01,25,1,4
C02449,2024-04-01,16,0,4
C02449,2024-12-01,21,0,7
C02449,2024-03-01,12,2,6
C02449,2024-10-01,25,3,7
C02449,2024-01-01,23,0,6
C02449,2024-11-01,16,1,7
C02450,2024-12-01,24,1,6
C02450,2024-09-01,23,1,7
C02450,2024-01-01,24,1,8
C02450,2024-07-01,20,0,2
C02450,2024-05-01,12,1,8
C02450,2024-11-01,15,1,5
C02450,2024-02-01,18,3,7
C02450,2024-08-01,18,0,5
C02450,2024-04-01,26,2,7
C02450,2024-06-01,20,0,9
C02450,2024-10-01,27,0,7
C02450,2024-03-01,18,2,7
C02451,2024-01-01,19,1,9
C02451,2024-04-01,21,1,8
C02451,2024-12-01,18,4,5
C02451,2024-05-01,21,2,5
C02451,2024-10-01,21,1,6
C02451,2024-07-01,16,1,5
C02452,2024-01-01,17,1,7
C02452,2024-08-01,23,2,8
C02452,2024-02-01,18,2,6
C02452,2024-11-01,15,1,10
C02452,2024-05-01,22,1,8
C02452,2024-04-01,24,1,8
C02452,2024-12-01,12,1,7
C02452,2024-03-01,15,1,6
C02453,2024-04-01,15,3,3
C02453,2024-12-01,19,0,7
C02453,2024-03-01,31,1,6
C02453,2024-06-01,23,1,7
C02453,2024-01-01,25,2,5
C02453,2024-07-01,23,3,7
C02453,2024-11-01,18,0,9
C02454,2024-04-01,18,2,6
C02454,2024-08-01,23,1,10
C02454,2024-01-01,23,1,6
C02454,2024-07-01,18,2,10
C02454,2024-09-01,20,2,5
C02454,2024-03-01,19,0,10
C02454,2024-12-01,20,1,3
C02454,2024-06-01,18,1,8
C02454,2024-05-01,15,1,5
C02454,2024-11-01,19,1,9
C02455,2024-07-01,15,1,8
C02455,2024-10-01,20,1,6
C02455,2024-02-01,19,0,5
C02455,2024-01-01,37,1,4
C02455,2024-03-01,29,1,7
C02455,2024-04-01,21,0,4
C02455,2024-11-01,16,2,8
C02455,2024-09-01,20,3,5
C02455,2024-06-01,21,0,7
C02456,2024-12-01,16,0,7
C02456,2024-01-01,21,1,7
C02456,2024-05-01,21,2,5
C02456,2024-04-01,22,2,7
C02456,2024-02-01,20,1,7
C02456,2024-10-01,22,1,7
C02457,2024-02-01,22,1,8
C02457,2024-06-01,28,2,6
C02457,2024-04-01,19,0,7
C02457,2024-01-01,17,3,9
C02457,2024-12-01,15,3,6
C02457,2024-03-01,21,1,6
C02457,2024-08-01,18,2,6
C02458,2024-06-01,17,0,5
C02458,2024-02-01,25,1,6
C02458,2024-09-01,18,0,8
C02458,2024-04-01,19,2,9
C02458,2024-01-01,24,0,8
C02458,2024-10-01,22,0,5
C02458,2024-11-01,18,0,9
C02458,2024-03-01,13,1,7
C02458,2024-08-01,17,0,10
C02458,2024-12-01,19,1,5
C02459,2024-08-01,20,0,5
C02459,2024-10-01,23,0,8
C02459,2024-03-01,15,2,7
C02459,2024-06-01,18,1,7
C02459,2024-04-01,13,0,9
C02459,2024-01-01,14,0,5
C02459,2024-05-01,25,3,9
C02459,2024-09-01,18,0,3
C02459,2024-07-01,16,1,6
C02460,2024-05-01,24,1,7
C02460,2024-10-01,26,0,6
C02460,2024-07-01,31,1,6
C02460,2024-06-01,21,1,4
C02460,2024-04-01,31,0,6
C02460,2024-01-01,21,0,7
C02460,2024-12-01,18,0,5
C02461,2024-01-01,11,0,5
C02461,2024-02-01,28,1,6
C02461,2024-10-01,17,3,6
C02461,2024-04-01,23,2,9
C02461,2024-09-01,21,0,7
C02461,2024-06-01,24,1,6
C02461,2024-05-01,21,1,6
C02461,2024-07-01,17,0,3
C02461,2024-11-01,20,1,8
C02462,2024-07-01,15,0,7
C02462,2024-01-01,20,2,7
C02462,2024-11-01,23,2,6
C02462,2024-04-01,23,0,5
C02462,2024-06-01,20,1,6
C02462,2024-08-01,20,4,5
C02462,2024-12-01,25,1,6
C02463,2024-01-01,26,1,9
C02463,2024-03-01,9,0,7
C02463,2024-06-01,23,1,6
C02463,2024-05-01,22,2,1
C02463,2024-08-01,16,3,5
C02463,2024-07-01,23,0,5
C02463,2024-04-01,12,2,7
C02463,2024-10-01,19,1,6
C02463,2024-12-01,24,1,5
C02463,2024-11-01,23,0,3
C02464,2024-02-01,18,2,8
C02464,2024-09-01,13,0,5
C02464,2024-06-01,13,0,9
C02464,2024-05-01,22,2,9
C02464,2024-11-01,21,1,3
C02464,2024-01-01,17,2,8
C02465,2024-01-01,23,0,10
C02465,2024-06-01,16,0,7
C02465,2024-04-01,19,4,5
C02465,2024-10-01,24,0,4
C02465,2024-09-01,26,0,6
C02465,2024-08-01,30,2,8
C02465,2024-11-01,19,1,9
C02465,2024-03-01,18,0,6
C02465,2024-02-01,10,1,3
C02465,2024-12-01,15,1,8
C02466,2024-11-01,18,1,9
C02466,2024-02-01,19,1,6
C02466,2024-03-01,13,2,2
C02466,2024-09-01,15,0,8
C02466,2024-04-01,15,0,6
C02466,2024-01-01,19,1,6
C02466,2024-10-01,19,2,8
C02466,2024-12-01,16,2,6
C02466,2024-07-01,20,0,7
C02466,2024-08-01,17,2,6
C02467,2024-01-01,30,1,5
C02467,2024-03-01,26,0,6
C02467,2024-10-01,21,1,8
C02467,2024-07-01,20,1,6
C02467,2024-09-01,18,1,4
C02467,2024-02-01,18,3,8
C02467,2024-06-01,18,0,6
C02467,2024-08-01,18,0,5
C02467,2024-05-01,21,1,9
C02467,2024-04-01,14,1,10
C02467,2024-11-01,19,1,8
C02467,2024-12-01,17,0,10
C02468,2024-08-01,24,1,8
C02468,2024-01-01,18,0,6
C02468,2024-12-01,18,1,6
C02468,2024-07-01,23,1,10
C02468,2024-10-01,26,0,4
C02468,2024-09-01,23,0,7
C02468,2024-03-01,22,0,5
C02468,2024-06-01,16,2,4
C02468,2024-02-01,21,0,5
C02469,2024-04-01,20,0,8
C02469,2024-06-01,26,0,3
C02469,2024-08-01,18,1,9
C02469,2024-12-01,11,3,8
C02469,2024-02-01,25,0,9
C02469,2024-11-01,12,1,9
C02469,2024-03-01,21,1,8
C02469,2024-05-01,14,2,5
C02469,2024-09-01,24,3,5
C02470,2024-12-01,15,0,5
C02470,2024-01-01,22,3,7
C02470,2024-06-01,27,2,5
C02470,2024-08-01,27,1,4
C02470,2024-07-01,27,0,7
C02470,2024-05-01,19,1,7
C02470,2024-02-01,22,1,10
C02470,2024-10-01,24,0,6
C02470,2024-04-01,26,1,6
C02471,2024-06-01,14,1,6
C02471,2024-11-01,25,1,8
C02471,2024-07-01,20,1,8
C02471,2024-09-01,18,0,8
C02471,2024-03-01,17,1,5
C02471,2024-10-01,19,1,6
C02471,2024-01-01,27,1,8
C02471,2024-02-01,24,1,6
C02472,2024-05-01,13,1,5
C02472,2024-08-01,19,1,7
C02472,2024-01-01,15,1,4
C02472,2024-04-01,21,2,7
C02472,2024-07-01,18,0,9
C02472,2024-12-01,19,0,10
C02472,2024-03-01,17,0,5
C02473,2024-11-01,20,2,5
C02473,2024-08-01,14,0,8
C02473,2024-12-01,24,1,6
C02473,2024-02-01,13,2,7
C02473,2024-05-01,21,0,6
C02473,2024-10-01,23,2,6
C02473,2024-03-01,25,3,5
C02473,2024-06-01,16,1,6
C02473,2024-01-01,22,2,6
C02473,2024-09-01,19,0,9
C02474,2024-04-01,16,2,8
C02474,2024-01-01,20,0,6
C02474,2024-11-01,20,1,8
C02474,2024-12-01,21,3,6
C02474,2024-03-01,20,1,8
C02474,2024-08-01,20,1,5
C02474,2024-05-01,19,1,5
C02475,2024-06-01,31,1,1
C02475,2024-04-01,20,0,6
C02475,2024-07-01,14,0,9
C02475,2024-03-01,22,1,6
C02475,2024-08-01,20,3,5
C02475,2024-12-01,21,0,6
C02475,2024-05-01,16,1,6
C02476,2024-03-01,24,1,10
C02476,2024-11-01,18,1,6
C02476,2024-10-01,12,0,7
C02476,2024-01-01,18,0,6
C02476,2024-02-01,24,0,7
C02476,2024-05-01,25,0,9
C02476,2024-04-01,13,1,3
C02476,2024-12-01,25,0,6
C02476,2024-06-01,24,0,6
C02476,2024-08-01,27,0,8
C02477,2024-03-01,20,0,3
C02477,2024-06-01,21,2,8
C02477,2024-01-01,21,1,7
C02477,2024-10-01,14,1,5
C02477,2024-04-01,30,2,9
C02477,2024-11-01,24,1,7
C02477,2024-08-01,25,0,8
C02478,2024-08-01,18,1,4
C02478,2024-06-01,21,0,3
C02478,2024-04-01,21,0,7
C02478,2024-12-01,12,2,7
C02478,2024-05-01,24,1,8
C02478,2024-10-01,10,1,5
C02478,2024-01-01,25,0,6
C02478,2024-07-01,20,1,7
C02478,2024-03-01,20,3,5
C02478,2024-02-01,18,1,8
C02478,2024-09-01,21,1,9
C02479,2024-07-01,15,2,3
C02479,2024-01-01,15,2,6
C02479,2024-08-01,14,0,7
C02479,2024-11-01,17,0,9
C02479,2024-04-01,16,0,7
C02479,2024-05-01,26,1,7
C02479,2024-10-01,14,0,5
C02480,2024-04-01,18,2,6
C02480,2024-09-01,23,1,8
C02480,2024-11-01,22,0,4
C02480,2024-01-01,14,0,3
C02480,2024-07-01,20,0,5
C02480,2024-12-01,27,1,6
C02480,2024-03-01,18,2,7
C02480,2024-02-01,22,1,8
C02481,2024-09-01,18,2,6
C02481,2024-04-01,21,1,9
C02481,2024-01-01,22,1,7
C02481,2024-06-01,19,0,8
C02481,2024-11-01,20,0,6
C02481,2024-10-01,22,1,8
C02482,2024-08-01,17,1,7
C02482,2024-05-01,32,1,5
C02482,2024-04-01,22,1,6
C02482,2024-03-01,18,1,6
C02482,2024-09-01,24,1,5
C02482,2024-01-01,17,1,7
C02482,2024-11-01,17,1,10
C02482,2024-10-01,25,0,7
C02483,2024-07-01,16,2,7
C02483,2024-08-01,18,0,7
C02483,2024-03-01,20,2,5
C02483,2024-04-01,21,1,6
C02483,2024-11-01,28,3,5
C02483,2024-02-01,19,1,7
C02483,2024-09-01,19,2,3
C02483,2024-06-01,23,0,5
C02483,2024-01-01,20,0,7
C02483,2024-12-01,19,0,6
C02483,2024-05-01,25,2,4
C02484,2024-06-01,16,2,5
C02484,2024-01-01,19,0,6
C02484,2024-02-01,17,2,10
C02484,2024-09-01,21,2,1
C02484,2024-12-01,14,1,8
C02484,2024-05-01,24,1,5
C02484,2024-11-01,20,1,5
C02484,2024-10-01,14,2,8
C02484,2024-04-01,23,1,5
C02484,2024-08-01,17,0,8
C02484,2024-07-01,17,2,6
C02484,2024-03-01,16,0,9
C02485,2024-04-01,20,0,5
C02485,2024-10-01,21,1,7
C02485,2024-12-01,19,1,6
C02485,2024-08-01,24,1,6
C02485,2024-06-01,16,0,5
C02485,2024-05-01,22,1,7
C02485,2024-07-01,13,0,8
C02485,2024-11-01,17,1,10
C02485,2024-02-01,36,0,9
C02486,2024-05-01,16,1,7
C02486,2024-06-01,19,1,5
C02486,2024-11-01,20,3,4
C02486,2024-07-01,13,0,3
C02486,2024-03-01,11,0,6
C02486,2024-01-01,17,0,5
C02487,2024-08-01,22,0,7
C02487,2024-09-01,19,1,9
C02487,2024-03-01,23,0,5
C02487,2024-01-01,20,2,9
C02487,2024-12-01,19,0,9
C02487,2024-05-01,22,2,3
C02487,2024-10-01,22,1,5
C02488,2024-06-01,23,2,9
C02488,2024-10-01,13,1,6
C02488,2024-07-01,21,0,3
C02488,2024-02-01,23,3,5
C02488,2024-12-01,19,1,8
C02488,2024-11-01,16,3,5
C02488,2024-09-01,19,0,5
C02488,2024-01-01,18,1,6
C02488,2024-08-01,22,2,4
C02488,2024-05-01,15,0,6
C02489,2024-08-01,16,0,9
C02489,2024-06-01,23,2,4
C02489,2024-01-01,25,0,7
C02489,2024-09-01,19,1,5
C02489,2024-10-01,33,0,6
C02489,2024-05-01,23,1,6
C02489,2024-03-01,10,1,4
C02489,2024-04-01,18,1,8
C02489,2024-07-01,27,0,7
C02489,2024-11-01,22,0,6
C02489,2024-12-01,19,2,6
C02490,2024-10-01,23,1,6
C02490,2024-01-01,24,1,8
C02490,2024-12-01,23,0,3
C02490,2024-05-01,20,0,0
C02490,2024-02-01,16,2,7
C02490,2024-03-01,22,1,6
C02490,2024-11-01,20,0,6
C02491,2024-06-01,22,1,6
C02491,2024-04-01,30,0,4
C02491,2024-09-01,17,0,10
C02491,2024-08-01,19,1,8
C02491,2024-01-01,33,2,5
C02491,2024-10-01,31,1,7
C02491,2024-02-01,13,0,5
C02492,2024-07-01,26,0,7
C02492,2024-03-01,14,0,7
C02492,2024-11-01,16,2,7
C02492,2024-05-01,17,0,5
C02492,2024-08-01,19,0,6
C02492,2024-02-01,20,0,5
C02492,2024-09-01,20,0,5
C02492,2024-06-01,20,0,5
C02492,2024-12-01,14,0,7
C02493,2024-08-01,21,1,4
C02493,2024-04-01,14,1,6
C02493,2024-11-01,24,0,5
C02493,2024-02-01,20,0,5
C02493,2024-07-01,25,1,5
C02493,2024-05-01,13,1,7
C02494,2024-09-01,24,1,7
C02494,2024-02-01,17,0,4
C02494,2024-06-01,29,0,3
C02494,2024-10-01,13,0,6
C02494,2024-03-01,18,2,6
C02494,2024-08-01,16,4,3
C02494,2024-12-01,19,1,9
C02494,2024-11-01,15,0,6
C02494,2024-01-01,16,1,10
C02494,2024-04-01,23,1,5
C02494,2024-07-01,19,0,7
C02495,2024-10-01,17,0,9
C02495,2024-12-01,19,1,5
C02495,2024-03-01,20,0,8
C02495,2024-09-01,25,2,7
C02495,2024-04-01,21,5,6
C02495,2024-01-01,16,1,6
C02495,2024-06-01,13,1,5
C02495,2024-07-01,24,0,6
C02496,2024-10-01,16,1,8
C02496,2024-03-01,24,2,10
C02496,2024-04-01,24,1,7
C02496,2024-02-01,13,2,6
C02496,2024-11-01,18,1,9
C02496,2024-07-01,19,1,8
C02496,2024-12-01,21,0,9
C02496,2024-05-01,24,2,6
C02496,2024-08-01,17,0,7
C02496,2024-01-01,17,0,5
C02497,2024-12-01,23,0,9
C02497,2024-08-01,16,2,6
C02497,2024-03-01,19,1,7
C02497,2024-04-01,24,0,6
C02497,2024-05-01,21,0,6
C02497,2024-07-01,13,0,8
C02498,2024-08-01,20,1,6
C02498,2024-12-01,21,3,8
C02498,2024-10-01,19,0,7
C02498,2024-09-01,15,1,6
C02498,2024-01-01,19,0,8
C02498,2024-02-01,23,0,9
C02498,2024-07-01,26,0,9
C02499,2024-02-01,19,2,7
C02499,2024-04-01,15,1,6
C02499,2024-06-01,22,1,3
C02499,2024-07-01,20,1,8
C02499,2024-10-01,22,0,7
C02499,2024-11-01,22,1,6
C02499,2024-03-01,20,1,6
C02499,2024-08-01,17,1,7
C02499,2024-09-01,24,2,7
C02499,2024-12-01,20,0,6
C02499,2024-05-01,25,2,6
C02500,2024-10-01,26,1,10
C02500,2024-07-01,20,1,5
C02500,2024-09-01,23,0,7
C02500,2024-03-01,26,0,10
C02500,2024-02-01,17,4,10
C02500,2024-05-01,25,3,6
C02500,2024-12-01,23,0,6
C02500,2024-06-01,12,0,2
C02500,2024-08-01,7,0,6
C02501,2024-10-01,21,2,4
C02501,2024-02-01,14,0,6
C02501,2024-12-01,21,3,6
C02501,2024-03-01,22,1,9
C02501,2024-04-01,25,0,10
C02501,2024-07-01,12,1,9
C02501,2024-06-01,29,1,5
C02501,2024-01-01,23,0,10
C02501,2024-08-01,17,1,9
C02502,2024-06-01,22,0,6
C02502,2024-12-01,21,1,9
C02502,2024-10-01,23,0,10
C02502,2024-08-01,13,0,9
C02502,2024-04-01,12,2,10
C02502,2024-05-01,27,1,4
C02502,2024-02-01,22,0,8
C02502,2024-03-01,20,2,7
C02502,2024-07-01,23,1,4
C02503,2024-12-01,28,2,7
C02503,2024-02-01,8,1,7
C02503,2024-08-01,25,2,4
C02503,2024-06-01,23,1,6
C02503,2024-07-01,20,1,7
C02503,2024-05-01,16,1,10
C02503,2024-01-01,23,0,7
C02503,2024-11-01,20,0,10
C02503,2024-10-01,18,2,4
C02504,2024-11-01,21,1,10
C02504,2024-08-01,17,1,4
C02504,2024-09-01,26,3,9
C02504,2024-01-01,14,3,7
C02504,2024-06-01,20,2,9
C02504,2024-05-01,19,0,2
C02504,2024-12-01,15,0,5
C02504,2024-03-01,24,1,7
C02504,2024-02-01,14,1,4
C02505,2024-04-01,29,2,7
C02505,2024-10-01,13,1,9
C02505,2024-06-01,26,0,7
C02505,2024-12-01,23,1,7
C02505,2024-02-01,14,1,7
C02505,2024-05-01,18,0,10
C02505,2024-01-01,22,0,8
C02505,2024-09-01,32,1,6
C02505,2024-03-01,14,1,6
C02505,2024-07-01,17,1,10
C02506,2024-03-01,20,1,4
C02506,2024-08-01,13,0,9
C02506,2024-06-01,28,0,4
C02506,2024-02-01,15,0,6
C02506,2024-11-01,20,1,6
C02506,2024-05-01,20,1,7
C02506,2024-10-01,21,2,6
C02507,2024-01-01,23,1,8
C02507,2024-04-01,14,0,7
C02507,2024-06-01,26,2,6
C02507,2024-08-01,22,2,7
C02507,2024-02-01,19,2,2
C02507,2024-07-01,24,4,4
C02507,2024-11-01,17,1,4
C02507,2024-12-01,18,1,9
C02507,2024-10-01,22,1,7
C02507,2024-03-01,34,1,5
C02508,2024-10-01,15,0,3
C02508,2024-11-01,24,1,2
C02508,2024-12-01,19,3,2
C02508,2024-07-01,11,2,5
C02508,2024-02-01,29,0,7
C02508,2024-03-01,17,2,5
C02508,2024-04-01,15,0,5
C02508,2024-08-01,15,0,4
C02508,2024-05-01,21,2,6
C02509,2024-05-01,22,0,3
C02509,2024-07-01,15,0,7
C02509,2024-06-01,19,1,4
C02509,2024-12-01,23,1,9
C02509,2024-08-01,26,0,7
C02509,2024-11-01,25,2,7
C02509,2024-02-01,16,0,5
C02509,2024-01-01,15,2,7
C02509,2024-04-01,26,1,5
C02509,2024-10-01,17,0,5
C02509,2024-03-01,24,0,3
C02510,2024-05-01,20,1,8
C02510,2024-04-01,12,3,5
C02510,2024-11-01,14,2,7
C02510,2024-08-01,16,1,5
C02510,2024-03-01,20,0,5
C02510,2024-09-01,19,0,5
C02510,2024-02-01,18,1,7
C02510,2024-06-01,17,2,5
C02511,2024-07-01,15,0,7
C02511,2024-08-01,26,1,5
C02511,2024-04-01,21,1,7
C02511,2024-01-01,16,0,7
C02511,2024-09-01,10,0,5
C02511,2024-02-01,20,0,10
C02512,2024-07-01,23,1,7
C02512,2024-03-01,23,0,8
C02512,2024-06-01,14,0,7
C02512,2024-11-01,20,0,4
C02512,2024-12-01,23,1,5
C02512,2024-05-01,16,0,7
C02512,2024-01-01,20,0,7
C02512,2024-08-01,19,1,6
C02512,2024-10-01,25,1,6
C02512,2024-02-01,26,0,9
C02512,2024-09-01,17,0,7
C02513,2024-05-01,20,1,5
C02513,2024-03-01,23,1,9
C02513,2024-04-01,16,3,6
C02513,2024-10-01,26,0,6
C02513,2024-02-01,21,3,10
C02513,2024-11-01,28,0,5
C02513,2024-08-01,24,0,8
C02513,2024-12-01,23,0,5
C02513,2024-09-01,25,1,5
C02513,2024-06-01,20,0,2
C02513,2024-07-01,13,0,6
C02514,2024-09-01,14,1,8
C02514,2024-08-01,21,2,6
C02514,2024-10-01,22,1,9
C02514,2024-07-01,18,1,8
C02514,2024-06-01,20,1,5
C02514,2024-11-01,20,0,6
C02514,2024-02-01,16,0,7
C02514,2024-01-01,21,3,5
C02515,2024-04-01,18,0,6
C02515,2024-12-01,21,1,7
C02515,2024-05-01,21,1,6
C02515,2024-06-01,14,0,5
C02515,2024-09-01,29,0,6
C02515,2024-03-01,18,0,3
C02515,2024-02-01,19,3,10
C02515,2024-08-01,16,1,6
C02515,2024-07-01,17,1,5
C02516,2024-03-01,25,2,9
C02516,2024-07-01,18,0,2
C02516,2024-04-01,17,1,6
C02516,2024-05-01,17,0,10
C02516,2024-11-01,19,1,6
C02516,2024-02-01,18,1,9
C02516,2024-10-01,23,1,7
C02517,2024-10-01,22,1,7
C02517,2024-01-01,20,1,7
C02517,2024-11-01,30,1,6
C02517,2024-05-01,35,3,4
C02517,2024-07-01,16,1,6
C02517,2024-02-01,21,0,8
C02517,2024-12-01,22,0,4
C02517,2024-03-01,19,3,6
C02517,2024-09-01,28,0,2
C02517,2024-06-01,22,1,8
C02517,2024-04-01,11,2,7
C02517,2024-08-01,13,3,5
C02518,2024-06-01,17,1,10
C02518,2024-01-01,21,2,7
C02518,2024-08-01,21,1,8
C02518,2024-07-01,17,2,7
C02518,2024-09-01,24,1,6
C02518,2024-11-01,25,0,7
C02519,2024-10-01,15,1,5
C02519,2024-01-01,12,0,5
C02519,2024-09-01,20,0,5
C02519,2024-12-01,24,1,9
C02519,2024-11-01,24,1,4
C02519,2024-02-01,20,1,7
C02519,2024-03-01,25,0,3
C02519,2024-04-01,31,2,6
C02519,2024-08-01,28,0,8
C02519,2024-07-01,21,0,8
C02519,2024-06-01,28,1,8
C02519,2024-05-01,11,1,8
C02520,2024-03-01,19,1,9
C02520,2024-10-01,19,1,8
C02520,2024-09-01,13,0,4
C02520,2024-05-01,19,2,5
C02520,2024-11-01,20,0,7
C02520,2024-02-01,21,1,6
C02520,2024-07-01,15,0,7
C02521,2024-10-01,19,1,6
C02521,2024-11-01,19,2,6
C02521,2024-03-01,29,1,6
C02521,2024-02-01,18,2,7
C02521,2024-06-01,20,0,8
C02521,2024-12-01,18,1,8
C02521,2024-09-01,23,1,7
C02521,2024-04-01,16,0,10
C02521,2024-07-01,17,2,5
C02521,2024-08-01,19,0,9
C02521,2024-01-01,30,1,6
C02522,2024-03-01,26,1,4
C02522,2024-10-01,15,2,4
C02522,2024-12-01,18,1,6
C02522,2024-02-01,19,3,10
C02522,2024-01-01,15,1,7
C02522,2024-04-01,23,1,10
C02522,2024-09-01,18,1,10
C02522,2024-06-01,25,0,6
C02523,2024-03-01,23,0,6
C02523,2024-10-01,19,0,5
C02523,2024-08-01,19,1,6
C02523,2024-01-01,22,0,5
C02523,2024-06-01,17,1,7
C02523,2024-07-01,19,0,9
C02523,2024-05-01,22,3,5
C02523,2024-04-01,20,0,7
C02523,2024-09-01,24,2,7
C02523,2024-02-01,13,0,3
C02523,2024-11-01,10,0,5
C02524,2024-10-01,18,2,8
C02524,2024-04-01,14,3,6
C02524,2024-03-01,17,1,9
C02524,2024-07-01,23,1,6
C02524,2024-01-01,22,1,6
C02524,2024-08-01,21,3,7
C02525,2024-07-01,22,0,8
C02525,2024-01-01,16,4,9
C02525,2024-03-01,17,0,10
C02525,2024-12-01,19,3,7
C02525,2024-11-01,10,0,6
C02525,2024-10-01,19,0,8
C02525,2024-08-01,21,0,9
C02525,2024-02-01,24,2,6
C02525,2024-09-01,17,1,5
C02525,2024-04-01,19,1,10
C02526,2024-03-01,19,0,7
C02526,2024-08-01,25,0,3
C02526,2024-10-01,16,1,5
C02526,2024-11-01,20,0,7
C02526,2024-02-01,22,0,8
C02526,2024-09-01,23,0,5
C02526,2024-12-01,16,2,4
C02526,2024-07-01,19,0,10
C02527,2024-04-01,22,2,7
C02527,2024-08-01,17,1,7
C02527,2024-02-01,15,0,2
C02527,2024-10-01,14,0,8
C02527,2024-12-01,23,2,7
C02527,2024-07-01,21,2,5
C02527,2024-06-01,19,1,8
C02527,2024-03-01,19,0,2
C02527,2024-11-01,16,1,5
C02527,2024-01-01,25,1,6
C02528,2024-04-01,27,0,6
C02528,2024-12-01,21,1,3
C02528,2024-03-01,26,1,4
C02528,2024-02-01,17,0,4
C02528,2024-10-01,27,1,7
C02528,2024-07-01,26,1,7
C02529,2024-09-01,19,1,4
C02529,2024-05-01,15,0,9
C02529,2024-02-01,22,2,7
C02529,2024-12-01,19,1,10
C02529,2024-07-01,20,0,10
C02529,2024-04-01,17,0,5
C02529,2024-08-01,21,0,7
C02530,2024-11-01,14,3,5
C02530,2024-06-01,18,1,3
C02530,2024-08-01,21,1,8
C02530,2024-04-01,18,1,9
C02530,2024-10-01,13,0,4
C02530,2024-01-01,16,0,7
C02530,2024-12-01,14,2,6
C02530,2024-07-01,23,2,6
C02530,2024-02-01,17,0,7
C02531,2024-05-01,18,0,9
C02531,2024-08-01,16,2,10
C02531,2024-02-01,14,1,3
C02531,2024-06-01,23,1,6
C02531,2024-09-01,17,2,3
C02531,2024-03-01,25,3,9
C02531,2024-04-01,17,3,7
C02532,2024-11-01,28,0,5
C02532,2024-03-01,27,0,4
C02532,2024-04-01,14,1,3
C02532,2024-08-01,13,2,6
C02532,2024-10-01,14,1,7
C02532,2024-07-01,23,0,5
C02532,2024-01-01,21,1,8
C02532,2024-05-01,23,3,8
C02532,2024-12-01,17,0,9
C02532,2024-09-01,16,0,7
C02533,2024-03-01,18,1,6
C02533,2024-08-01,18,1,5
C02533,2024-06-01,18,1,7
C02533,2024-09-01,22,2,5
C02533,2024-11-01,32,1,4
C02533,2024-10-01,22,1,9
C02533,2024-05-01,20,1,6
C02533,2024-07-01,23,0,7
C02534,2024-07-01,15,0,8
C02534,2024-10-01,19,0,6
C02534,2024-01-01,24,1,5
C02534,2024-09-01,25,0,3
C02534,2024-05-01,17,2,0
C02534,2024-11-01,20,0,10
C02534,2024-08-01,15,1,6
C02534,2024-12-01,17,0,6
C02535,2024-09-01,20,5,7
C02535,2024-07-01,19,2,0
C02535,2024-10-01,19,0,8
C02535,2024-03-01,17,1,6
C02535,2024-01-01,22,2,9
C02535,2024-12-01,20,2,5
C02535,2024-02-01,19,0,6
C02535,2024-04-01,25,0,9
C02535,2024-08-01,15,0,6
C02535,2024-05-01,19,2,7
C02535,2024-06-01,17,1,7
C02536,2024-07-01,19,0,6
C02536,2024-08-01,18,2,10
C02536,2024-04-01,20,3,7
C02536,2024-05-01,23,3,7
C02536,2024-01-01,17,0,9
C02536,2024-02-01,15,1,9
C02536,2024-06-01,17,3,8
C02536,2024-10-01,22,0,9
C02536,2024-12-01,15,2,9
C02537,2024-10-01,18,3,7
C02537,2024-09-01,23,0,7
C02537,2024-12-01,24,2,8
C02537,2024-05-01,9,1,5
C02537,2024-01-01,20,0,5
C02537,2024-11-01,18,0,0
C02538,2024-11-01,26,1,8
C02538,2024-10-01,16,1,7
C02538,2024-07-01,16,2,7
