CustomerID,DataFatura,ReceitaMensal
C02990,2024-06-01,60
C02990,2024-07-01,60
C02990,2024-08-01,60
C02990,2024-09-01,60
C02990,2024-10-01,60
C02990,2024-11-01,60
C02990,2024-12-01,60
C02991,2024-01-01,120
C02991,2024-02-01,120
C02991,2024-03-01,120
C02991,2024-04-01,120
C02991,2024-05-01,120
C02991,2024-06-01,120
C02991,2024-07-01,120
C02991,2024-08-01,120
C02991,2024-09-01,120
C02991,2024-10-01,120
C02991,2024-11-01,120
C02991,2024-12-01,120
C02992,2024-03-01,80
C02992,2024-04-01,80
C02992,2024-05-01,80
C02992,2024-06-01,80
C02992,2024-07-01,80
C02992,2024-08-01,80
C02992,2024-09-01,80
C02992,2024-10-01,80
C02992,2024-11-01,80
C02992,2024-12-01,80
C02993,2024-01-01,80
C02993,2024-02-01,80
C02993,2024-03-01,80
C02993,2024-04-01,80
C02993,2024-05-01,80
C02993,2024-06-01,80
C02993,2024-07-01,80
C02993,2024-08-01,80
C02993,2024-09-01,80
C02993,2024-10-01,80
C02993,2024-11-01,80
C02993,2024-12-01,80
C02994,2024-01-01,80
C02994,2024-02-01,80
C02994,2024-03-01,80
C02994,2024-04-01,80
C02994,2024-05-01,80
C02994,2024-06-01,80
C02994,2024-07-01,80
C02994,2024-08-01,80
C02994,2024-09-01,80
C02994,2024-10-01,80
C02994,2024-11-01,80
C02994,2024-12-01,80
C02995,2024-01-01,60
C02995,2024-02-01,60
C02995,2024-03-01,60
C02995,2024-04-01,60
C02995,2024-05-01,60
C02995,2024-06-01,60
C02995,2024-07-01,60
C02995,2024-08-01,60
C02995,2024-09-01,60
C02995,2024-10-01,60
C02995,2024-11-01,60
C02995,2024-12-01,60
C02996,2024-01-01,80
C02996,2024-02-01,80
C02996,2024-03-01,80
C02996,2024-04-01,80
C02997,2024-01-01,60
C02997,2024-02-01,60
C02997,2024-03-01,60
C02997,2024-04-01,60
C02997,2024-05-01,60
C02997,2024-06-01,60
C02997,2024-07-01,60
C02997,2024-08-01,60
C02997,2024-09-01,60
C02997,2024-10-01,60
C02997,2024-11-01,60
C02997,2024-12-01,60
C02998,2024-01-01,80
C02998,2024-02-01,80
C02998,2024-03-01,80
C02998,2024-04-01,80
C02998,2024-05-01,80
C02998,2024-06-01,80
C02998,2024-07-01,80
C02998,2024-08-01,80
C02998,2024-09-01,80
C02998,2024-10-01,80
C02998,2024-11-01,80
C02998,2024-12-01,80
C02999,2024-01-01,80
C02999,2024-02-01,80
C02999,2024-03-01,80
C02999,2024-04-01,80
C02999,2024-05-01,80
C02999,2024-06-01,80
C02999,2024-07-01,80
C02999,2024-08-01,80
C02999,2024-09-01,80
C02999,2024-10-01,80
C02999,2024-11-01,80
C02999,2024-12-01,80
C03000,2024-01-01,60
C03000,2024-02-01,60
C03000,2024-03-01,60
C03000,2024-04-01,60
C03000,2024-05-01,60
C03000,2024-06-01,60
C03000,2024-07-01,60
C03000,2024-08-01,60
C03000,2024-09-01,60
C03000,2024-10-01,60
C03000,2024-11-01,60
C03000,2024-12-01,60
C03001,2024-01-01,120
C03001,2024-02-01,120
C03001,2024-03-01,120
C03001,2024-04-01,120
C03001,2024-05-01,120
C03002,2024-01-01,60
C03002,2024-02-01,60
C03002,2024-03-01,60
C03002,2024-04-01,60
C03002,2024-05-01,60
C03002,2024-06-01,60
C03002,2024-07-01,60
C03002,2024-08-01,60
C03002,2024-09-01,60
C03002,2024-10-01,60
C03002,2024-11-01,60
C03002,2024-12-01,60
C03003,2024-01-01,80
C03003,2024-02-01,80
C03003,2024-03-01,80
C03003,2024-04-01,80
C03003,2024-05-01,80
C03003,2024-06-01,80
C03003,2024-07-01,80
C03003,2024-08-01,80
C03003,2024-09-01,80
C03003,2024-10-01,80
C03003,2024-11-01,80
C03003,2024-12-01,80
C03004,2024-01-01,120
C03004,2024-02-01,120
C03004,2024-03-01,120
C03004,2024-04-01,120
C03004,2024-05-01,120
C03004,2024-06-01,120
C03004,2024-07-01,120
C03004,2024-08-01,120
C03004,2024-09-01,120
C03004,2024-10-01,120
C03004,2024-11-01,120
C03004,2024-12-01,120
C03005,2024-01-01,80
C03005,2024-02-01,80
C03005,2024-03-01,80
C03005,2024-04-01,80
C03006,2024-01-01,80
C03006,2024-02-01,80
C03006,2024-03-01,80
C03006,2024-04-01,80
C03006,2024-05-01,80
C03006,2024-06-01,80
C03006,2024-07-01,80
C03006,2024-08-01,80
C03006,2024-09-01,80
C03006,2024-10-01,80
C03006,2024-11-01,80
C03006,2024-12-01,80
C03007,2024-01-01,80
C03007,2024-02-01,80
C03008,2024-01-01,120
C03008,2024-02-01,120
C03008,2024-03-01,120
C03008,2024-04-01,120
C03008,2024-05-01,120
C03008,2024-06-01,120
C03008,2024-07-01,120
C03008,2024-08-01,120
C03008,2024-09-01,120
C03008,2024-10-01,120
C03008,2024-11-01,120
C03008,2024-12-01,120
C03009,2024-11-01,60
C03009,2024-12-01,60
C03010,2024-01-01,80
C03010,2024-02-01,80
C03010,2024-03-01,80
C03010,2024-04-01,80
C03010,2024-05-01,80
C03010,2024-06-01,80
C03012,2024-01-01,60
C03013,2024-03-01,60
C03013,2024-04-01,60
C03013,2024-05-01,60
C03013,2024-06-01,60
C03013,2024-07-01,60
C03013,2024-08-01,60
C03013,2024-09-01,60
C03013,2024-10-01,60
C03013,2024-11-01,60
C03013,2024-12-01,60
C03014,2024-01-01,60
C03014,2024-02-01,60
C03014,2024-03-01,60
C03014,2024-04-01,60
C03014,2024-05-01,60
C03014,2024-06-01,60
C03014,2024-07-01,60
C03014,2024-08-01,60
C03014,2024-09-01,60
C03014,2024-10-01,60
C03014,2024-11-01,60
C03014,2024-12-01,60
C03015,2024-01-01,80
C03015,2024-02-01,80
C03015,2024-03-01,80
C03015,2024-04-01,80
C03015,2024-05-01,80
C03015,2024-06-01,80
C03015,2024-07-01,80
C03015,2024-08-01,80
C03015,2024-09-01,80
C03015,2024-10-01,80
C03015,2024-11-01,80
C03015,2024-12-01,80
C03016,2024-01-01,120
C03016,2024-02-01,120
C03016,2024-03-01,120
C03016,2024-04-01,120
C03016,2024-05-01,120
C03016,2024-06-01,120
C03016,2024-07-01,120
C03016,2024-08-01,120
C03016,2024-09-01,120
C03016,2024-10-01,120
C03016,2024-11-01,120
C03016,2024-12-01,120
C03017,2024-01-01,80
C03017,2024-02-01,80
C03018,2024-01-01,80
C03018,2024-02-01,80
C03018,2024-03-01,80
C03018,2024-04-01,80
C03018,2024-05-01,80
C03018,2024-06-01,80
C03018,2024-07-01,80
C03018,2024-08-01,80
C03018,2024-09-01,80
C03018,2024-10-01,80
C03018,2024-11-01,80
C03018,2024-12-01,80
C03019,2024-01-01,60
C03019,2024-02-01,60
C03019,2024-03-01,60
C03019,2024-04-01,60
C03019,2024-05-01,60
C03019,2024-06-01,60
C03019,2024-07-01,60
C03019,2024-08-01,60
C03019,2024-09-01,60
C03019,2024-10-01,60
C03019,2024-11-01,60
C03019,2024-12-01,60
C03020,2024-01-01,60
C03020,2024-02-01,60
C03020,2024-03-01,60
C03020,2024-04-01,60
C03020,2024-05-01,60
C03020,2024-06-01,60
C03020,2024-07-01,60
C03020,2024-08-01,60
C03020,2024-09-01,60
C03020,2024-10-01,60
C03020,2024-11-01,60
C03020,2024-12-01,60
C03021,2024-01-01,60
C03021,2024-02-01,60
C03021,2024-03-01,60
C03021,2024-04-01,60
C03021,2024-05-01,60
C03021,2024-06-01,60
C03021,2024-07-01,60
C03021,2024-08-01,60
C03021,2024-09-01,60
C03021,2024-10-01,60
C03021,2024-11-01,60
C03021,2024-12-01,60
C03022,2024-01-01,80
C03022,2024-02-01,80
C03022,2024-03-01,80
C03022,2024-04-01,80
C03022,2024-05-01,80
C03022,2024-06-01,80
C03022,2024-07-01,80
C03022,2024-08-01,80
C03022,2024-09-01,80
C03022,2024-10-01,80
C03022,2024-11-01,80
C03025,2024-01-01,120
C03025,2024-02-01,120
C03025,2024-03-01,120
C03025,2024-04-01,120
C03025,2024-05-01,120
C03025,2024-06-01,120
C03025,2024-07-01,120
C03025,2024-08-01,120
C03025,2024-09-01,120
C03025,2024-10-01,120
C03025,2024-11-01,120
C03025,2024-12-01,120
C03026,2024-01-01,80
C03026,2024-02-01,80
C03026,2024-03-01,80
C03026,2024-04-01,80
C03026,2024-05-01,80
C03026,2024-06-01,80
C03026,2024-07-01,80
C03026,2024-08-01,80
C03026,2024-09-01,80
C03026,2024-10-01,80
C03026,2024-11-01,80
C03026,2024-12-01,80
C03027,2024-01-01,80
C03027,2024-02-01,80
C03027,2024-03-01,80
C03027,2024-04-01,80
C03027,2024-05-01,80
C03027,2024-06-01,80
C03027,2024-07-01,80
C03027,2024-08-01,80
C03027,2024-09-01,80
C03027,2024-10-01,80
C03027,2024-11-01,80
C03027,2024-12-01,80
C03028,2024-01-01,80
C03028,2024-02-01,80
C03028,2024-03-01,80
C03028,2024-04-01,80
C03028,2024-05-01,80
C03028,2024-06-01,80
C03028,2024-07-01,80
C03028,2024-08-01,80
C03028,2024-09-01,80
C03028,2024-10-01,80
C03028,2024-11-01,80
C03028,2024-12-01,80
C03029,2024-01-01,60
C03029,2024-02-01,60
C03029,2024-03-01,60
C03029,2024-04-01,60
C03029,2024-05-01,60
C03029,2024-06-01,60
C03029,2024-07-01,60
C03029,2024-08-01,60
C03029,2024-09-01,60
C03029,2024-10-01,60
C03029,2024-11-01,60
C03029,2024-12-01,60
C03031,2024-01-01,120
C03032,2024-12-01,80
C03033,2024-03-01,80
C03033,2024-04-01,80
C03033,2024-05-01,80
C03033,2024-06-01,80
C03033,2024-07-01,80
C03033,2024-08-01,80
C03033,2024-09-01,80
C03033,2024-10-01,80
C03033,2024-11-01,80
C03033,2024-12-01,80
C03034,2024-01-01,60
C03034,2024-02-01,60
C03034,2024-03-01,60
C03034,2024-04-01,60
C03034,2024-05-01,60
C03034,2024-06-01,60
C03034,2024-07-01,60
C03034,2024-08-01,60
C03034,2024-09-01,60
C03034,2024-10-01,60
C03034,2024-11-01,60
C03034,2024-12-01,60
C03035,2024-01-01,80
C03035,2024-02-01,80
C03035,2024-03-01,80
C03035,2024-04-01,80
C03035,2024-05-01,80
C03035,2024-06-01,80
C03035,2024-07-01,80
C03035,2024-08-01,80
C03036,2024-01-01,60
C03036,2024-02-01,60
C03036,2024-03-01,60
C03036,2024-04-01,60
C03036,2024-05-01,60
C03036,2024-06-01,60
C03036,2024-07-01,60
C03036,2024-08-01,60
C03036,2024-09-01,60
C03036,2024-10-01,60
C03036,2024-11-01,60
C03036,2024-12-01,60
C03037,2024-09-01,60
C03037,2024-10-01,60
C03037,2024-11-01,60
C03037,2024-12-01,60
C03038,2024-01-01,60
C03038,2024-02-01,60
C03038,2024-03-01,60
C03038,2024-04-01,60
C03038,2024-05-01,60
C03038,2024-06-01,60
C03038,2024-07-01,60
C03038,2024-08-01,60
C03038,2024-09-01,60
C03038,2024-10-01,60
C03038,2024-11-01,60
C03038,2024-12-01,60
C03039,2024-01-01,80
C03039,2024-02-01,80
C03039,2024-03-01,80
C03039,2024-04-01,80
C03039,2024-05-01,80
C03039,2024-06-01,80
C03039,2024-07-01,80
C03039,2024-08-01,80
C03039,2024-09-01,80
C03039,2024-10-01,80
C03039,2024-11-01,80
C03039,2024-12-01,80
C03040,2024-01-01,60
C03040,2024-02-01,60
C03040,2024-03-01,60
C03040,2024-04-01,60
C03040,2024-05-01,60
C03040,2024-06-01,60
C03040,2024-07-01,60
C03040,2024-08-01,60
C03040,2024-09-01,60
C03040,2024-10-01,60
C03040,2024-11-01,60
C03040,2024-12-01,60
C03041,2024-01-01,60
C03041,2024-02-01,60
C03041,2024-03-01,60
C03041,2024-04-01,60
C03041,2024-05-01,60
C03041,2024-06-01,60
C03041,2024-07-01,60
C03041,2024-08-01,60
C03041,2024-09-01,60
C03041,2024-10-01,60
C03041,2024-11-01,60
C03041,2024-12-01,60
C03042,2024-01-01,80
C03042,2024-02-01,80
C03042,2024-03-01,80
C03042,2024-04-01,80
C03042,2024-05-01,80
C03042,2024-06-01,80
C03042,2024-07-01,80
C03042,2024-08-01,80
C03042,2024-09-01,80
C03042,2024-10-01,80
C03042,2024-11-01,80
C03042,2024-12-01,80
C03043,2024-01-01,80
C03043,2024-02-01,80
C03043,2024-03-01,80
C03043,2024-04-01,80
C03043,2024-05-01,80
C03043,2024-06-01,80
C03043,2024-07-01,80
C03043,2024-08-01,80
C03043,2024-09-01,80
C03043,2024-10-01,80
C03043,2024-11-01,80
C03043,2024-12-01,80
C03044,2024-01-01,80
C03044,2024-02-01,80
C03044,2024-03-01,80
C03045,2024-01-01,80
C03045,2024-02-01,80
C03045,2024-03-01,80
C03045,2024-04-01,80
C03045,2024-05-01,80
C03045,2024-06-01,80
C03045,2024-07-01,80
C03045,2024-08-01,80
C03045,2024-09-01,80
C03045,2024-10-01,80
C03045,2024-11-01,80
C03045,2024-12-01,80
C03046,2024-01-01,120
C03046,2024-02-01,120
C03047,2024-01-01,60
C03047,2024-02-01,60
C03047,2024-03-01,60
C03047,2024-04-01,60
C03047,2024-05-01,60
C03047,2024-06-01,60
C03047,2024-07-01,60
C03047,2024-08-01,60
C03047,2024-09-01,60
C03047,2024-10-01,60
C03047,2024-11-01,60
C03047,2024-12-01,60
C03048,2024-01-01,60
C03048,2024-02-01,60
C03048,2024-03-01,60
C03048,2024-04-01,60
C03048,2024-05-01,60
C03048,2024-06-01,60
C03048,2024-07-01,60
C03048,2024-08-01,60
C03048,2024-09-01,60
C03048,2024-10-01,60
C03048,2024-11-01,60
C03048,2024-12-01,60
C03049,2024-01-01,80
C03049,2024-02-01,80
C03049,2024-03-01,80
C03049,2024-04-01,80
C03049,2024-05-01,80
C03049,2024-06-01,80
C03049,2024-07-01,80
C03049,2024-08-01,80
C03049,2024-09-01,80
C03049,2024-10-01,80
C03049,2024-11-01,80
C03049,2024-12-01,80
C03050,2024-01-01,60
C03050,2024-02-01,60
C03050,2024-03-01,60
C03050,2024-04-01,60
C03050,2024-05-01,60
C03050,2024-06-01,60
C03050,2024-07-01,60
C03050,2024-08-01,60
C03051,2024-01-01,80
C03051,2024-02-01,80
C03051,2024-03-01,80
C03051,2024-04-01,80
C03051,2024-05-01,80
C03051,2024-06-01,80
C03051,2024-07-01,80
C03051,2024-08-01,80
C03051,2024-09-01,80
C03051,2024-10-01,80
C03051,2024-11-01,80
C03051,2024-12-01,80
C03052,2024-01-01,80
C03052,2024-02-01,80
C03052,2024-03-01,80
C03052,2024-04-01,80
C03052,2024-05-01,80
C03052,2024-06-01,80
C03052,2024-07-01,80
C03052,2024-08-01,80
C03053,2024-01-01,120
C03053,2024-02-01,120
C03053,2024-03-01,120
C03053,2024-04-01,120
C03053,2024-05-01,120
C03053,2024-06-01,120
C03053,2024-07-01,120
C03053,2024-08-01,120
C03053,2024-09-01,120
C03053,2024-10-01,120
C03053,2024-11-01,120
C03053,2024-12-01,120
C03054,2024-01-01,120
C03054,2024-02-01,120
C03054,2024-03-01,120
C03054,2024-04-01,120
C03054,2024-05-01,120
C03054,2024-06-01,120
C03054,2024-07-01,120
C03054,2024-08-01,120
C03054,2024-09-01,120
C03054,2024-10-01,120
C03054,2024-11-01,120
C03054,2024-12-01,120
C03055,2024-01-01,120
C03056,2024-01-01,60
C03056,2024-02-01,60
C03056,2024-03-01,60
C03056,2024-04-01,60
C03057,2024-01-01,120
C03057,2024-02-01,120
C03057,2024-03-01,120
C03057,2024-04-01,120
C03057,2024-05-01,120
C03057,2024-06-01,120
C03057,2024-07-01,120
C03057,2024-08-01,120
C03057,2024-09-01,120
C03057,2024-10-01,120
C03057,2024-11-01,120
C03057,2024-12-01,120
C03058,2024-01-01,60
C03058,2024-02-01,60
C03058,2024-03-01,60
C03058,2024-04-01,60
C03058,2024-05-01,60
C03058,2024-06-01,60
C03058,2024-07-01,60
C03058,2024-08-01,60
C03058,2024-09-01,60
C03058,2024-10-01,60
C03058,2024-11-01,60
C03058,2024-12-01,60
C03059,2024-01-01,80
C03059,2024-02-01,80
C03059,2024-03-01,80
C03059,2024-04-01,80
C03059,2024-05-01,80
C03059,2024-06-01,80
C03059,2024-07-01,80
C03059,2024-08-01,80
C03059,2024-09-01,80
C03059,2024-10-01,80
C03059,2024-11-01,80
C03059,2024-12-01,80
C03060,2024-09-01,80
C03060,2024-10-01,80
C03060,2024-11-01,80
C03060,2024-12-01,80
C03061,2024-01-01,60
C03061,2024-02-01,60
C03061,2024-03-01,60
C03061,2024-04-01,60
C03061,2024-05-01,60
C03061,2024-06-01,60
C03061,2024-07-01,60
C03061,2024-08-01,60
C03061,2024-09-01,60
C03061,2024-10-01,60
C03061,2024-11-01,60
C03061,2024-12-01,60
C03062,2024-01-01,80
C03062,2024-02-01,80
C03062,2024-03-01,80
C03062,2024-04-01,80
C03062,2024-05-01,80
C03062,2024-06-01,80
C03062,2024-07-01,80
C03062,2024-08-01,80
C03062,2024-09-01,80
C03062,2024-10-01,80
C03062,2024-11-01,80
C03062,2024-12-01,80
C03063,2024-01-01,60
C03063,2024-02-01,60
C03063,2024-03-01,60
C03063,2024-04-01,60
C03063,2024-05-01,60
C03063,2024-06-01,60
C03063,2024-07-01,60
C03063,2024-08-01,60
C03063,2024-09-01,60
C03063,2024-10-01,60
C03063,2024-11-01,60
C03063,2024-12-01,60
C03064,2024-01-01,60
C03064,2024-02-01,60
C03064,2024-03-01,60
C03064,2024-04-01,60
C03064,2024-05-01,60
C03064,2024-06-01,60
C03064,2024-07-01,60
C03064,2024-08-01,60
C03064,2024-09-01,60
C03064,2024-10-01,60
C03064,2024-11-01,60
C03064,2024-12-01,60
C03065,2024-01-01,120
C03065,2024-02-01,120
C03065,2024-03-01,120
C03065,2024-04-01,120
C03066,2024-01-01,60
C03066,2024-02-01,60
C03066,2024-03-01,60
C03066,2024-04-01,60
C03066,2024-05-01,60
C03066,2024-06-01,60
C03066,2024-07-01,60
C03066,2024-08-01,60
C03066,2024-09-01,60
C03066,2024-10-01,60
C03066,2024-11-01,60
C03066,2024-12-01,60
C03067,2024-02-01,60
C03067,2024-03-01,60
C03067,2024-04-01,60
C03067,2024-05-01,60
C03067,2024-06-01,60
C03067,2024-07-01,60
C03067,2024-08-01,60
C03067,2024-09-01,60
C03067,2024-10-01,60
C03067,2024-11-01,60
C03067,2024-12-01,60
C03068,2024-01-01,80
C03068,2024-02-01,80
C03068,2024-03-01,80
C03068,2024-04-01,80
C03068,2024-05-01,80
C03068,2024-06-01,80
C03068,2024-07-01,80
C03068,2024-08-01,80
C03068,2024-09-01,80
C03068,2024-10-01,80
C03069,2024-01-01,120
C03069,2024-02-01,120
C03069,2024-03-01,120
C03069,2024-04-01,120
C03069,2024-05-01,120
C03069,2024-06-01,120
C03069,2024-07-01,120
C03069,2024-08-01,120
C03069,2024-09-01,120
C03069,2024-10-01,120
C03069,2024-11-01,120
C03069,2024-12-01,120
C03070,2024-01-01,60
C03070,2024-02-01,60
C03070,2024-03-01,60
C03070,2024-04-01,60
C03070,2024-05-01,60
C03070,2024-06-01,60
C03070,2024-07-01,60
C03070,2024-08-01,60
C03070,2024-09-01,60
C03070,2024-10-01,60
C03070,2024-11-01,60
C03070,2024-12-01,60
C03071,2024-01-01,60
C03071,2024-02-01,60
C03071,2024-03-01,60
C03071,2024-04-01,60
C03071,2024-05-01,60
C03071,2024-06-01,60
C03071,2024-07-01,60
C03071,2024-08-01,60
C03071,2024-09-01,60
C03071,2024-10-01,60
C03071,2024-11-01,60
C03071,2024-12-01,60
C03072,2024-01-01,120
C03072,2024-02-01,120
C03072,2024-03-01,120
C03072,2024-04-01,120
C03072,2024-05-01,120
C03072,2024-06-01,120
C03072,2024-07-01,120
C03072,2024-08-01,120
C03072,2024-09-01,120
C03072,2024-10-01,120
C03072,2024-11-01,120
C03072,2024-12-01,120
C03073,2024-01-01,60
C03073,2024-02-01,60
C03073,2024-03-01,60
C03073,2024-04-01,60
C03073,2024-05-01,60
C03073,2024-06-01,60
C03073,2024-07-01,60
C03073,2024-08-01,60
C03073,2024-09-01,60
C03073,2024-10-01,60
C03073,2024-11-01,60
C03073,2024-12-01,60
C03074,2024-01-01,60
C03074,2024-02-01,60
C03074,2024-03-01,60
C03074,2024-04-01,60
C03074,2024-05-01,60
C03074,2024-06-01,60
C03074,2024-07-01,60
C03074,2024-08-01,60
C03074,2024-09-01,60
C03074,2024-10-01,60
C03074,2024-11-01,60
C03074,2024-12-01,60
C03075,2024-04-01,80
C03075,2024-05-01,80
C03075,2024-06-01,80
C03075,2024-07-01,80
C03075,2024-08-01,80
C03075,2024-09-01,80
C03075,2024-10-01,80
C03075,2024-11-01,80
C03075,2024-12-01,80
C03076,2024-01-01,80
C03076,2024-02-01,80
C03076,2024-03-01,80
C03076,2024-04-01,80
C03076,2024-05-01,80
C03076,2024-06-01,80
C03076,2024-07-01,80
C03076,2024-08-01,80
C03076,2024-09-01,80
C03076,2024-10-01,80
C03076,2024-11-01,80
C03076,2024-12-01,80
C03077,2024-01-01,120
C03077,2024-02-01,120
C03077,2024-03-01,120
C03077,2024-04-01,120
C03077,2024-05-01,120
C03077,2024-06-01,120
C03078,2024-12-01,60
C03079,2024-02-01,120
C03079,2024-03-01,120
C03079,2024-04-01,120
C03079,2024-05-01,120
C03079,2024-06-01,120
C03079,2024-07-01,120
C03079,2024-08-01,120
C03079,2024-09-01,120
C03079,2024-10-01,120
C03079,2024-11-01,120
C03079,2024-12-01,120
C03080,2024-01-01,120
C03080,2024-02-01,120
C03080,2024-03-01,120
C03080,2024-04-01,120
C03080,2024-05-01,120
C03080,2024-06-01,120
C03080,2024-07-01,120
C03080,2024-08-01,120
C03080,2024-09-01,120
C03080,2024-10-01,120
C03080,2024-11-01,120
C03080,2024-12-01,120
C03081,2024-01-01,60
C03081,2024-02-01,60
C03081,2024-03-01,60
C03081,2024-04-01,60
C03081,2024-05-01,60
C03081,2024-06-01,60
C03081,2024-07-01,60
C03081,2024-08-01,60
C03081,2024-09-01,60
C03081,2024-10-01,60
C03081,2024-11-01,60
C03081,2024-12-01,60
C03082,2024-01-01,60
C03082,2024-02-01,60
C03082,2024-03-01,60
C03082,2024-04-01,60
C03082,2024-05-01,60
C03082,2024-06-01,60
C03082,2024-07-01,60
C03082,2024-08-01,60
C03082,2024-09-01,60
C03082,2024-10-01,60
C03082,2024-11-01,60
C03082,2024-12-01,60
C03083,2024-01-01,120
C03083,2024-02-01,120
C03083,2024-03-01,120
C03083,2024-04-01,120
C03083,2024-05-01,120
C03083,2024-06-01,120
C03083,2024-07-01,120
C03083,2024-08-01,120
C03083,2024-09-01,120
C03083,2024-10-01,120
C03083,2024-11-01,120
C03083,2024-12-01,120
C03084,2024-04-01,80
C03084,2024-05-01,80
C03084,2024-06-01,80
C03084,2024-07-01,80
C03084,2024-08-01,80
C03084,2024-09-01,80
C03084,2024-10-01,80
C03084,2024-11-01,80
C03084,2024-12-01,80
C03085,2024-01-01,80
C03085,2024-02-01,80
C03085,2024-03-01,80
C03085,2024-04-01,80
C03085,2024-05-01,80
C03085,2024-06-01,80
C03085,2024-07-01,80
C03085,2024-08-01,80
C03085,2024-09-01,80
C03085,2024-10-01,80
C03085,2024-11-01,80
C03085,2024-12-01,80
C03086,2024-11-01,80
C03086,2024-12-01,80
C03087,2024-01-01,80
C03087,2024-02-01,80
C03087,2024-03-01,80
C03087,2024-04-01,80
C03087,2024-05-01,80
C03087,2024-06-01,80
C03087,2024-07-01,80
C03087,2024-08-01,80
C03087,2024-09-01,80
C03087,2024-10-01,80
C03087,2024-11-01,80
C03087,2024-12-01,80
C03088,2024-01-01,120
C03088,2024-02-01,120
C03088,2024-03-01,120
C03088,2024-04-01,120
C03088,2024-05-01,120
C03088,2024-06-01,120
C03089,2024-01-01,60
C03089,2024-02-01,60
C03089,2024-03-01,60
C03089,2024-04-01,60
C03089,2024-05-01,60
C03089,2024-06-01,60
C03089,2024-07-01,60
C03089,2024-08-01,60
C03089,2024-09-01,60
C03089,2024-10-01,60
C03089,2024-11-01,60
C03089,2024-12-01,60
C03090,2024-01-01,60
C03090,2024-02-01,60
C03090,2024-03-01,60
C03090,2024-04-01,60
C03090,2024-05-01,60
C03090,2024-06-01,60
C03090,2024-07-01,60
C03090,2024-08-01,60
C03090,2024-09-01,60
C03090,2024-10-01,60
C03090,2024-11-01,60
C03090,2024-12-01,60
C03091,2024-06-01,120
C03091,2024-07-01,120
C03091,2024-08-01,120
C03091,2024-09-01,120
C03091,2024-10-01,120
C03091,2024-11-01,120
C03091,2024-12-01,120
C03092,2024-01-01,120
C03092,2024-02-01,120
C03092,2024-03-01,120
C03092,2024-04-01,120
C03092,2024-05-01,120
C03092,2024-06-01,120
C03092,2024-07-01,120
C03092,2024-08-01,120
C03092,2024-09-01,120
C03092,2024-10-01,120
C03092,2024-11-01,120
C03092,2024-12-01,120
C03093,2024-01-01,80
C03093,2024-02-01,80
C03093,2024-03-01,80
C03093,2024-04-01,80
C03093,2024-05-01,80
C03093,2024-06-01,80
C03093,2024-07-01,80
C03093,2024-08-01,80
C03093,2024-09-01,80
C03093,2024-10-01,80
C03093,2024-11-01,80
C03093,2024-12-01,80
C03094,2024-01-01,120
C03094,2024-02-01,120
C03094,2024-03-01,120
C03094,2024-04-01,120
C03094,2024-05-01,120
C03094,2024-06-01,120
C03094,2024-07-01,120
C03094,2024-08-01,120
C03094,2024-09-01,120
C03094,2024-10-01,120
C03094,2024-11-01,120
C03094,2024-12-01,120
C03095,2024-01-01,80
C03095,2024-02-01,80
C03095,2024-03-01,80
C03095,2024-04-01,80
C03095,2024-05-01,80
C03095,2024-06-01,80
C03095,2024-07-01,80
C03095,2024-08-01,80
C03095,2024-09-01,80
C03095,2024-10-01,80
C03095,2024-11-01,80
C03095,2024-12-01,80
C03096,2024-01-01,60
C03096,2024-02-01,60
C03096,2024-03-01,60
C03096,2024-04-01,60
C03096,2024-05-01,60
C03096,2024-06-01,60
C03096,2024-07-01,60
C03096,2024-08-01,60
C03096,2024-09-01,60
C03096,2024-10-01,60
C03097,2024-01-01,120
C03097,2024-02-01,120
C03097,2024-03-01,120
C03097,2024-04-01,120
C03097,2024-05-01,120
C03097,2024-06-01,120
C03097,2024-07-01,120
C03098,2024-01-01,80
C03098,2024-02-01,80
C03098,2024-03-01,80
C03098,2024-04-01,80
C03098,2024-05-01,80
C03098,2024-06-01,80
C03098,2024-07-01,80
C03098,2024-08-01,80
C03098,2024-09-01,80
C03098,2024-10-01,80
C03098,2024-11-01,80
C03098,2024-12-01,80
C03099,2024-01-01,60
C03099,2024-02-01,60
C03099,2024-03-01,60
C03100,2024-01-01,60
C03100,2024-02-01,60
C03100,2024-03-01,60
C03100,2024-04-01,60
C03100,2024-05-01,60
C03100,2024-06-01,60
C03100,2024-07-01,60
C03100,2024-08-01,60
C03100,2024-09-01,60
C03100,2024-10-01,60
C03100,2024-11-01,60
C03100,2024-12-01,60
C03101,2024-01-01,80
C03101,2024-02-01,80
C03101,2024-03-01,80
C03101,2024-04-01,80
C03101,2024-05-01,80
C03101,2024-06-01,80
C03101,2024-07-01,80
C03101,2024-08-01,80
C03101,2024-09-01,80
C03101,2024-10-01,80
C03101,2024-11-01,80
C03101,2024-12-01,80
C03102,2024-01-01,120
C03102,2024-02-01,120
C03102,2024-03-01,120
C03102,2024-04-01,120
C03102,2024-05-01,120
C03102,2024-06-01,120
C03102,2024-07-01,120
C03102,2024-08-01,120
C03102,2024-09-01,120
C03102,2024-10-01,120
C03102,2024-11-01,120
C03102,2024-12-01,120
C03103,2024-01-01,60
C03103,2024-02-01,60
C03103,2024-03-01,60
C03103,2024-04-01,60
C03103,2024-05-01,60
C03103,2024-06-01,60
C03103,2024-07-01,60
C03103,2024-08-01,60
C03103,2024-09-01,60
