CustomerID,NomeCliente,Genero,Idade,Regiao,DataInicio,DataCancelamento,MotivoCancelamento,Plano,ValorMensal,CanalAquisicao
C02357,Cliente 2357,F,33,Sudeste,2020-09-15,,,Premium,120,Indicação
C02358,Cliente 2358,M,53,Centro-Oeste,2024-09-08,2024-07-02,Preço,Premium,120,Google Ads
C02359,Cliente 2359,F,42,Sudeste,2020-10-24,2024-08-04,Serviço,Basic,60,Facebook
C02360,Cliente 2360,M,49,Norte,2023-07-27,,,Basic,60,Facebook
C02361,Cliente 2361,F,50,Sudeste,2020-10-26,,,Premium,120,Online
C02362,Cliente 2362,F,62,Sul,2020-05-08,,,Premium,120,Online
C02363,Cliente 2363,M,53,Norte,2021-05-12,2024-12-01,Serviço,Standard,80,Facebook
C02364,Cliente 2364,F,37,Centro-Oeste,2021-03-13,,,Premium,120,Facebook
C02365,Cliente 2365,F,35,Norte,2024-09-11,2024-07-28,Uso baixo,Standard,80,Indicação
C02366,Cliente 2366,M,55,Norte,2023-08-08,,,Basic,60,Google Ads
C02367,Cliente 2367,F,20,Centro-Oeste,2020-07-25,2024-05-12,Preço,Standard,80,Facebook
C02368,Cliente 2368,M,40,Centro-Oeste,2020-10-20,2024-08-16,Concorrência,Standard,80,Google Ads
C02369,Cliente 2369,M,49,Sul,2024-09-06,2024-01-23,Serviço,Premium,120,Facebook
C02370,Cliente 2370,F,62,Centro-Oeste,2020-01-29,,,Basic,60,Google Ads
C02371,Cliente 2371,F,33,Nordeste,2020-06-27,,,Standard,80,Online
C02372,Cliente 2372,F,22,Nordeste,2020-02-10,,,Standard,80,Facebook
C02373,Cliente 2373,F,21,Sul,2024-02-02,,,Basic,60,Indicação
C02374,Cliente 2374,F,38,Sudeste,2023-04-30,2024-03-31,Concorrência,Basic,60,Google Ads
C02375,Cliente 2375,F,57,Sudeste,2020-12-09,,,Premium,120,Facebook
C02376,Cliente 2376,F,31,Nordeste,2024-11-07,,,Standard,80,Online
C02377,Cliente 2377,M,56,Centro-Oeste,2022-03-26,,,Standard,80,Online
C02378,Cliente 2378,F,48,Sul,2022-01-06,2024-05-17,Serviço,Premium,120,Online
C02379,Cliente 2379,M,31,Sudeste,2021-09-17,,,Basic,60,Online
C02380,Cliente 2380,F,23,Sudeste,2020-10-04,,,Premium,120,Facebook
C02381,Cliente 2381,F,29,Norte,2023-10-10,,,Standard,80,Indicação
C02382,Cliente 2382,M,33,Nordeste,2021-06-12,,,Standard,80,Google Ads
C02383,Cliente 2383,F,34,Centro-Oeste,2020-03-26,2024-04-29,Preço,Standard,80,Indicação
C02384,Cliente 2384,F,62,Sul,2020-11-12,,,Premium,120,Google Ads
C02385,Cliente 2385,M,40,Sudeste,2021-11-23,,,Basic,60,Indicação
C02386,Cliente 2386,F,31,Norte,2023-09-22,,,Basic,60,Facebook
C02387,Cliente 2387,F,24,Nordeste,2022-05-12,,,Basic,60,Facebook
C02388,Cliente 2388,F,63,Nordeste,2023-03-14,,,Basic,60,Google Ads
C02389,Cliente 2389,M,49,Sul,2020-11-10,,,Standard,80,Facebook
C02390,Cliente 2390,F,32,Sudeste,2020-08-12,,,Premium,120,Google Ads
C02391,Cliente 2391,F,61,Sul,2023-12-17,,,Premium,120,Indicação
C02392,Cliente 2392,F,34,Sul,2022-12-13,2024-07-26,Preço,Basic,60,Facebook
C02393,Cliente 2393,F,58,Norte,2020-03-08,2024-11-13,Serviço,Standard,80,Facebook
C02394,Cliente 2394,M,64,Nordeste,2024-06-30,2024-06-03,Concorrência,Standard,80,Google Ads
C02395,Cliente 2395,M,61,Centro-Oeste,2023-09-19,2024-12-21,Concorrência,Basic,60,Google Ads
C02396,Cliente 2396,F,51,Nordeste,2022-10-17,,,Premium,120,Google Ads
C02397,Cliente 2397,F,22,Nordeste,2023-01-05,,,Premium,120,Google Ads
C02398,Cliente 2398,M,62,Norte,2024-04-11,,,Premium,120,Online
C02399,Cliente 2399,M,44,Centro-Oeste,2022-05-05,,,Basic,60,Google Ads
C02400,Cliente 2400,F,40,Sudeste,2023-03-24,,,Standard,80,Online
C02401,Cliente 2401,M,57,Centro-Oeste,2022-12-31,,,Basic,60,Indicação
C02402,Cliente 2402,F,31,Sudeste,2024-03-04,,,Basic,60,Google Ads
C02403,Cliente 2403,M,32,Centro-Oeste,2024-01-10,,,Standard,80,Online
C02404,Cliente 2404,M,60,Sul,2024-09-11,,,Premium,120,Online
C02405,Cliente 2405,M,50,Centro-Oeste,2024-05-01,,,Premium,120,Online
C02406,Cliente 2406,M,48,Norte,2024-11-12,,,Premium,120,Facebook
C02407,Cliente 2407,F,52,Sudeste,2023-10-14,,,Premium,120,Online
C02408,Cliente 2408,M,34,Nordeste,2023-07-24,2024-11-25,Serviço,Basic,60,Google Ads
C02409,Cliente 2409,M,45,Norte,2022-06-01,,,Standard,80,Google Ads
C02410,Cliente 2410,F,36,Sudeste,2023-08-29,,,Basic,60,Google Ads
C02411,Cliente 2411,M,63,Sudeste,2023-02-02,,,Basic,60,Online
C02412,Cliente 2412,M,40,Nordeste,2022-08-28,,,Standard,80,Online
C02413,Cliente 2413,F,49,Sul,2023-01-23,,,Standard,80,Facebook
C02414,Cliente 2414,M,57,Norte,2023-05-27,,,Standard,80,Indicação
C02415,Cliente 2415,F,30,Nordeste,2024-09-01,2024-11-08,Serviço,Basic,60,Facebook
C02416,Cliente 2416,F,37,Nordeste,2024-12-23,,,Basic,60,Google Ads
C02417,Cliente 2417,F,52,Sul,2023-02-25,,,Basic,60,Google Ads
C02418,Cliente 2418,F,22,Norte,2020-07-18,,,Basic,60,Google Ads
C02419,Cliente 2419,M,26,Nordeste,2020-11-27,,,Basic,60,Facebook
C02420,Cliente 2420,F,46,Sul,2021-06-30,,,Standard,80,Google Ads
C02421,Cliente 2421,M,23,Norte,2024-08-06,,,Premium,120,Google Ads
C02422,Cliente 2422,M,42,Centro-Oeste,2023-08-08,2024-09-15,Preço,Standard,80,Google Ads
C02423,Cliente 2423,M,48,Sudeste,2020-03-06,,,Standard,80,Online
C02424,Cliente 2424,M,39,Sul,2021-12-31,,,Basic,60,Indicação
C02425,Cliente 2425,M,19,Sudeste,2021-07-21,,,Premium,120,Online
C02426,Cliente 2426,M,62,Centro-Oeste,2021-10-18,2024-01-14,Preço,Basic,60,Online
C02427,Cliente 2427,M,22,Nordeste,2021-02-07,,,Premium,120,Indicação
C02428,Cliente 2428,M,44,Nordeste,2024-10-14,2024-12-04,Preço,Premium,120,Indicação
C02429,Cliente 2429,M,42,Norte,2024-06-17,2024-11-30,Uso baixo,Premium,120,Facebook
C02430,Cliente 2430,M,25,Sul,2021-09-09,,,Basic,60,Indicação
C02431,Cliente 2431,F,18,Sul,2021-08-18,,,Standard,80,Facebook
C02432,Cliente 2432,F,37,Norte,2021-10-09,2024-08-19,Preço,Basic,60,Facebook
C02433,Cliente 2433,F,61,Sudeste,2020-05-25,2024-10-20,Concorrência,Basic,60,Online
C02434,Cliente 2434,M,40,Nordeste,2022-01-30,,,Basic,60,Google Ads
C02435,Cliente 2435,F,49,Nordeste,2024-04-02,,,Premium,120,Online
C02436,Cliente 2436,F,28,Sul,2023-11-26,,,Premium,120,Online
C02437,Cliente 2437,F,56,Sul,2020-05-04,,,Basic,60,Indicação
C02438,Cliente 2438,M,64,Norte,2024-03-17,,,Standard,80,Indicação
C02439,Cliente 2439,M,41,Centro-Oeste,2023-09-17,,,Premium,120,Facebook
C02440,Cliente 2440,M,28,Sudeste,2021-04-24,,,Standard,80,Facebook
C02441,Cliente 2441,M,46,Centro-Oeste,2022-09-28,2024-05-21,Concorrência,Basic,60,Facebook
C02442,Cliente 2442,F,43,Centro-Oeste,2021-12-12,2024-10-22,Uso baixo,Standard,80,Indicação
C02443,Cliente 2443,F,33,Sul,2024-07-31,,,Standard,80,Facebook
C02444,Cliente 2444,F,52,Sul,2021-12-15,2024-05-21,Preço,Standard,80,Facebook
C02445,Cliente 2445,F,37,Sul,2023-11-22,,,Standard,80,Indicação
C02446,Cliente 2446,M,63,Centro-Oeste,2024-12-22,,,Standard,80,Google Ads
C02447,Cliente 2447,M,20,Sudeste,2022-03-25,2024-11-19,Preço,Basic,60,Online
C02448,Cliente 2448,M,18,Sul,2022-11-19,,,Basic,60,Indicação
C02449,Cliente 2449,F,64,Nordeste,2020-02-25,,,Basic,60,Facebook
C02450,Cliente 2450,M,18,Sudeste,2024-07-12,,,Standard,80,Online
C02451,Cliente 2451,M,34,Nordeste,2020-05-11,,,Basic,60,Indicação
C02452,Cliente 2452,F,19,Sudeste,2020-08-18,2024-01-18,Concorrência,Premium,120,Online
C02453,Cliente 2453,F,46,Sul,2021-01-29,2024-06-12,Uso baixo,Standard,80,Online
C02454,Cliente 2454,M,37,Norte,2023-03-21,2024-04-05,Uso baixo,Standard,80,Google Ads
C02455,Cliente 2455,M,23,Sul,2024-03-05,2024-08-17,Uso baixo,Premium,120,Facebook
C02456,Cliente 2456,M,25,Centro-Oeste,2022-09-08,,,Premium,120,Indicação
C02457,Cliente 2457,M,46,Centro-Oeste,2022-08-20,2024-01-25,Concorrência,Premium,120,Facebook
C02458,Cliente 2458,M,50,Sudeste,2022-07-21,,,Standard,80,Google Ads
C02459,Cliente 2459,M,20,Centro-Oeste,2024-03-09,2024-06-09,Serviço,Basic,60,Google Ads
C02460,Cliente 2460,F,52,Sul,2023-11-10,,,Premium,120,Indicação
C02461,Cliente 2461,F,22,Nordeste,2022-06-26,2024-06-13,Uso baixo,Premium,120,Indicação
C02462,Cliente 2462,F,44,Sul,2021-06-16,,,Premium,120,Google Ads
C02463,Cliente 2463,M,61,Sudeste,2022-08-22,,,Standard,80,Indicação
C02464,Cliente 2464,F,29,Centro-Oeste,2021-03-23,,,Standard,80,Online
C02465,Cliente 2465,M,37,Nordeste,2024-05-22,2024-04-11,Preço,Basic,60,Online
C02466,Cliente 2466,M,62,Norte,2020-05-05,2024-04-15,Serviço,Standard,80,Google Ads
C02467,Cliente 2467,F,37,Nordeste,2021-07-08,,,Basic,60,Facebook
C02468,Cliente 2468,M,26,Nordeste,2021-11-24,,,Basic,60,Indicação
C02469,Cliente 2469,M,56,Sul,2021-05-03,,,Standard,80,Indicação
C02470,Cliente 2470,F,21,Norte,2021-09-03,,,Standard,80,Online
C02471,Cliente 2471,F,36,Sudeste,2022-06-09,,,Basic,60,Indicação
C02472,Cliente 2472,F,55,Sudeste,2021-03-21,,,Premium,120,Facebook
C02473,Cliente 2473,M,44,Nordeste,2024-02-02,,,Premium,120,Indicação
C02474,Cliente 2474,F,62,Nordeste,2023-10-04,2024-03-09,Uso baixo,Standard,80,Indicação
C02475,Cliente 2475,F,60,Centro-Oeste,2021-05-22,2024-05-02,Preço,Standard,80,Online
C02476,Cliente 2476,M,30,Norte,2021-04-01,,,Premium,120,Indicação
C02477,Cliente 2477,F,30,Nordeste,2022-09-12,,,Basic,60,Google Ads
C02478,Cliente 2478,F,39,Centro-Oeste,2024-11-10,,,Standard,80,Google Ads
C02479,Cliente 2479,F,45,Norte,2021-01-19,,,Basic,60,Facebook
C02480,Cliente 2480,M,64,Sudeste,2021-12-12,,,Basic,60,Facebook
C02481,Cliente 2481,M,62,Centro-Oeste,2022-07-17,,,Standard,80,Facebook
C02482,Cliente 2482,M,39,Norte,2024-01-11,,,Standard,80,Facebook
C02483,Cliente 2483,M,60,Centro-Oeste,2024-07-09,,,Basic,60,Online
C02484,Cliente 2484,F,36,Nordeste,2023-02-12,,,Basic,60,Indicação
C02485,Cliente 2485,M,25,Sul,2021-03-27,,,Standard,80,Online
C02486,Cliente 2486,M,25,Sudeste,2021-10-15,,,Standard,80,Facebook
C02487,Cliente 2487,F,59,Nordeste,2023-02-16,2024-04-10,Preço,Standard,80,Indicação
C02488,Cliente 2488,F,43,Nordeste,2023-01-21,,,Basic,60,Google Ads
C02489,Cliente 2489,F,43,Norte,2021-06-04,,,Standard,80,Online
C02490,Cliente 2490,M,40,Centro-Oeste,2024-05-27,,,Basic,60,Indicação
C02491,Cliente 2491,M,60,Sudeste,2021-06-21,,,Basic,60,Google Ads
C02492,Cliente 2492,M,30,Nordeste,2023-12-27,,,Standard,80,Google Ads
C02493,Cliente 2493,F,45,Norte,2024-11-09,,,Standard,80,Facebook
C02494,Cliente 2494,F,26,Sudeste,2020-05-24,,,Basic,60,Google Ads
C02495,Cliente 2495,M,37,Centro-Oeste,2022-12-27,,,Basic,60,Google Ads
C02496,Cliente 2496,F,36,Nordeste,2021-11-30,,,Standard,80,Facebook
C02497,Cliente 2497,F,56,Nordeste,2020-05-10,,,Basic,60,Indicação
C02498,Cliente 2498,F,29,Nordeste,2022-01-02,,,Basic,60,Indicação
C02499,Cliente 2499,M,32,Sudeste,2023-07-28,,,Standard,80,Facebook
C02500,Cliente 2500,F,48,Sudeste,2024-12-17,,,Basic,60,Online
C02501,Cliente 2501,F,31,Sudeste,2024-08-02,2024-12-16,Concorrência,Basic,60,Facebook
C02502,Cliente 2502,M,28,Sudeste,2024-05-08,,,Premium,120,Indicação
C02503,Cliente 2503,M,43,Norte,2021-05-27,,,Standard,80,Online
C02504,Cliente 2504,F,59,Sul,2021-10-01,,,Standard,80,Facebook
C02505,Cliente 2505,F,44,Norte,2020-01-01,,,Standard,80,Indicação
C02506,Cliente 2506,M,28,Nordeste,2024-09-04,,,Standard,80,Indicação
C02507,Cliente 2507,M,55,Norte,2021-03-07,,,Premium,120,Indicação
C02508,Cliente 2508,F,51,Centro-Oeste,2021-01-25,2024-11-13,Concorrência,Standard,80,Google Ads
C02509,Cliente 2509,F,60,Sudeste,2023-07-13,,,Basic,60,Google Ads
C02510,Cliente 2510,F,36,Centro-Oeste,2021-02-02,,,Standard,80,Online
C02511,Cliente 2511,F,23,Centro-Oeste,2022-03-18,,,Standard,80,Online
C02512,Cliente 2512,M,63,Nordeste,2023-07-03,2024-12-08,Preço,Standard,80,Online
C02513,Cliente 2513,F,55,Sudeste,2021-01-29,2024-07-04,Uso baixo,Standard,80,Google Ads
C02514,Cliente 2514,F,59,Centro-Oeste,2022-08-09,2024-12-08,Concorrência,Premium,120,Online
C02515,Cliente 2515,M,45,Nordeste,2020-06-22,2024-07-19,Uso baixo,Standard,80,Indicação
C02516,Cliente 2516,F,18,Sudeste,2022-12-04,2024-03-04,Uso baixo,Basic,60,Indicação
C02517,Cliente 2517,M,52,Sul,2022-05-04,,,Basic,60,Online
C02518,Cliente 2518,F,57,Nordeste,2023-03-10,2024-07-04,Concorrência,Standard,80,Online
C02519,Cliente 2519,F,25,Norte,2021-06-22,2024-02-18,Serviço,Basic,60,Google Ads
C02520,Cliente 2520,M,64,Sudeste,2022-01-14,,,Basic,60,Indicação
C02521,Cliente 2521,M,24,Centro-Oeste,2021-12-21,,,Basic,60,Facebook
C02522,Cliente 2522,F,28,Centro-Oeste,2020-02-19,,,Basic,60,Facebook
C02523,Cliente 2523,F,56,Norte,2022-12-20,2024-05-06,Preço,Premium,120,Google Ads
C02524,Cliente 2524,F,21,Norte,2020-08-30,2024-10-28,Preço,Basic,60,Google Ads
C02525,Cliente 2525,M,42,Centro-Oeste,2023-07-16,2024-06-25,Concorrência,Basic,60,Google Ads
C02526,Cliente 2526,F,29,Sudeste,2023-03-09,2024-06-05,Serviço,Basic,60,Indicação
C02527,Cliente 2527,M,43,Nordeste,2023-03-26,,,Standard,80,Online
C02528,Cliente 2528,M,55,Norte,2021-08-19,,,Basic,60,Online
C02529,Cliente 2529,F,63,Norte,2024-06-07,,,Standard,80,Google Ads
C02530,Cliente 2530,M,29,Norte,2020-10-02,,,Basic,60,Indicação
C02531,Cliente 2531,F,60,Sul,2022-11-20,,,Standard,80,Facebook
C02532,Cliente 2532,F,54,Sudeste,2020-01-08,,,Premium,120,Google Ads
C02533,Cliente 2533,F,63,Sudeste,2024-12-20,,,Basic,60,Indicação
C02534,Cliente 2534,F,41,Sudeste,2021-12-15,2024-08-06,Serviço,Standard,80,Google Ads
C02535,Cliente 2535,F,33,Sudeste,2020-02-02,,,Standard,80,Indicação
C02536,Cliente 2536,M,30,Sudeste,2022-03-20,2024-10-11,Preço,Standard,80,Indicação
C02537,Cliente 2537,M,42,Centro-Oeste,2024-08-05,2024-01-28,Concorrência,Standard,80,Google Ads
C02538,Cliente 2538,F,21,Norte,2024-01-15,,,Standard,80,Online
C02539,Cliente 2539,F,28,Centro-Oeste,2024-01-12,,,Standard,80,Google Ads
C02540,Cliente 2540,M,49,Sul,2022-07-16,2024-03-23,Uso baixo,Standard,80,Online
C02541,Cliente 2541,M,24,Nordeste,2022-05-11,,,Basic,60,Online
C02542,Cliente 2542,M,63,Norte,2020-02-06,,,Basic,60,Facebook
C02543,Cliente 2543,M,28,Sul,2024-08-09,,,Standard,80,Indicação
C02544,Cliente 2544,F,45,Centro-Oeste,2024-10-29,,,Premium,120,Google Ads
C02545,Cliente 2545,F,58,Nordeste,2020-02-03,,,Premium,120,Indicação
C02546,Cliente 2546,M,40,Sul,2021-03-30,,,Premium,120,Facebook
C02547,Cliente 2547,F,62,Nordeste,2021-03-19,,,Standard,80,Online
C02548,Cliente 2548,M,40,Sul,2023-06-14,,,Standard,80,Google Ads
C02549,Cliente 2549,F,45,Centro-Oeste,2020-07-30,2024-06-02,Serviço,Standard,80,Indicação
C02550,Cliente 2550,M,60,Nordeste,2023-03-09,,,Standard,80,Facebook
C02551,Cliente 2551,F,64,Sul,2021-12-02,2024-01-29,Concorrência,Standard,80,Online
C02552,Cliente 2552,M,43,Centro-Oeste,2021-08-30,2024-07-31,Serviço,Basic,60,Online
C02553,Cliente 2553,M,42,Norte,2024-09-25,,,Basic,60,Indicação
C02554,Cliente 2554,F,46,Centro-Oeste,2022-09-08,,,Standard,80,Online
C02555,Cliente 2555,M,36,Centro-Oeste,2020-12-26,,,Standard,80,Facebook
C02556,Cliente 2556,F,50,Norte,2020-10-30,2024-12-25,Serviço,Basic,60,Online
C02557,Cliente 2557,F,53,Centro-Oeste,2020-10-22,2024-10-30,Concorrência,Basic,60,Google Ads
C02558,Cliente 2558,M,31,Norte,2020-05-31,,,Premium,120,Google Ads
C02559,Cliente 2559,F,31,Norte,2023-05-31,,,Standard,80,Indicação
C02560,Cliente 2560,F,52,Norte,2023-05-04,2024-07-18,Uso baixo,Standard,80,Facebook
C02561,Cliente 2561,F,47,Sul,2021-08-22,,,Standard,80,Online
C02562,Cliente 2562,F,45,Nordeste,2023-08-15,,,Standard,80,Online
C02563,Cliente 2563,F,34,Sul,2024-04-01,2024-08-25,Concorrência,Basic,60,Online
C02564,Cliente 2564,M,20,Norte,2024-02-20,,,Standard,80,Google Ads
C02565,Cliente 2565,F,33,Nordeste,2020-07-29,,,Standard,80,Facebook
C02566,Cliente 2566,F,63,Nordeste,2020-08-19,2024-07-11,Concorrência,Basic,60,Online
C02567,Cliente 2567,F,47,Norte,2022-05-19,,,Basic,60,Indicação
C02568,Cliente 2568,F,46,Nordeste,2021-11-25,,,Basic,60,Facebook
C02569,Cliente 2569,F,62,Nordeste,2024-08-24,,,Standard,80,Facebook
C02570,Cliente 2570,M,32,Sul,2021-01-01,,,Basic,60,Online
C02571,Cliente 2571,F,63,Nordeste,2021-04-25,2024-08-13,Concorrência,Standard,80,Google Ads
C02572,Cliente 2572,M,42,Norte,2024-05-24,,,Standard,80,Facebook
C02573,Cliente 2573,M,55,Sudeste,2021-07-25,,,Premium,120,Indicação
C02574,Cliente 2574,M,59,Sudeste,2023-04-17,,,Standard,80,Facebook
C02575,Cliente 2575,M,64,Sudeste,2024-02-16,,,Basic,60,Google Ads
C02576,Cliente 2576,F,55,Norte,2024-05-31,,,Standard,80,Indicação
C02577,Cliente 2577,M,40,Sudeste,2024-02-27,,,Standard,80,Google Ads
C02578,Cliente 2578,M,42,Sul,2024-04-19,,,Basic,60,Online
C02579,Cliente 2579,F,59,Norte,2022-07-18,,,Standard,80,Facebook
C02580,Cliente 2580,F,24,Norte,2022-11-05,,,Premium,120,Indicação
C02581,Cliente 2581,F,39,Norte,2021-04-10,2024-09-07,Uso baixo,Basic,60,Google Ads
C02582,Cliente 2582,M,34,Nordeste,2023-11-26,,,Standard,80,Online
C02583,Cliente 2583,F,35,Nordeste,2020-10-20,,,Premium,120,Indicação
C02584,Cliente 2584,F,58,Nordeste,2020-06-19,,,Standard,80,Facebook
C02585,Cliente 2585,M,27,Centro-Oeste,2022-11-21,,,Standard,80,Facebook
C02586,Cliente 2586,F,27,Sul,2020-09-19,,,Basic,60,Google Ads
C02587,Cliente 2587,F,24,Norte,2023-05-23,2024-08-08,Concorrência,Basic,60,Indicação
C02588,Cliente 2588,F,55,Norte,2021-07-11,,,Standard,80,Online
C02589,Cliente 2589,F,44,Nordeste,2020-07-07,2024-07-07,Concorrência,Standard,80,Online
C02590,Cliente 2590,M,50,Norte,2022-02-24,,,Premium,120,Online
C02591,Cliente 2591,F,18,Norte,2021-08-05,,,Basic,60,Google Ads
C02592,Cliente 2592,F,61,Sudeste,2022-09-28,2024-09-28,Preço,Standard,80,Online
C02593,Cliente 2593,M,51,Norte,2021-08-22,,,Basic,60,Indicação
C02594,Cliente 2594,F,21,Centro-Oeste,2022-04-25,,,Basic,60,Google Ads
C02595,Cliente 2595,M,34,Nordeste,2023-07-08,,,Standard,80,Facebook
C02596,Cliente 2596,F,21,Sul,2023-04-20,,,Basic,60,Google Ads
C02597,Cliente 2597,M,60,Sul,2024-03-08,,,Basic,60,Google Ads
C02598,Cliente 2598,M,43,Sudeste,2020-12-07,,,Basic,60,Google Ads
C02599,Cliente 2599,M,21,Sul,2022-08-11,,,Basic,60,Indicação
C02600,Cliente 2600,M,18,Sul,2020-01-22,,,Premium,120,Facebook
C02601,Cliente 2601,F,24,Nordeste,2023-01-02,,,Standard,80,Facebook
C02602,Cliente 2602,M,47,Nordeste,2024-06-13,2024-01-27,Preço,Basic,60,Google Ads
C02603,Cliente 2603,F,26,Centro-Oeste,2020-06-14,2024-07-28,Concorrência,Premium,120,Google Ads
C02604,Cliente 2604,M,52,Sudeste,2020-08-21,,,Standard,80,Google Ads
C02605,Cliente 2605,M,25,Sul,2023-10-30,2024-07-16,Concorrência,Premium,120,Indicação
C02606,Cliente 2606,M,41,Centro-Oeste,2023-12-27,2024-06-22,Serviço,Basic,60,Indicação
C02607,Cliente 2607,F,36,Sudeste,2021-10-02,,,Standard,80,Online
C02608,Cliente 2608,M,53,Sul,2023-09-19,2024-02-25,Concorrência,Premium,120,Facebook
C02609,Cliente 2609,F,60,Sul,2021-08-29,,,Basic,60,Online
C02610,Cliente 2610,F,44,Nordeste,2021-06-23,,,Premium,120,Online
C02611,Cliente 2611,F,49,Norte,2022-11-24,,,Premium,120,Google Ads
C02612,Cliente 2612,F,31,Sudeste,2024-01-07,,,Premium,120,Indicação
C02613,Cliente 2613,F,35,Sul,2023-06-08,,,Basic,60,Online
C02614,Cliente 2614,F,45,Sudeste,2020-11-13,,,Basic,60,Online
C02615,Cliente 2615,F,46,Centro-Oeste,2020-12-08,,,Basic,60,Online
C02616,Cliente 2616,F,33,Centro-Oeste,2023-12-24,,,Premium,120,Google Ads
C02617,Cliente 2617,F,52,Norte,2022-09-05,2024-05-31,Serviço,Basic,60,Google Ads
C02618,Cliente 2618,M,64,Sul,2021-09-28,,,Standard,80,Indicação
C02619,Cliente 2619,M,48,Nordeste,2024-01-29,,,Standard,80,Online
C02620,Cliente 2620,M,21,Sul,2020-03-19,,,Basic,60,Online
C02621,Cliente 2621,M,54,Sudeste,2022-06-11,,,Basic,60,Indicação
C02622,Cliente 2622,M,34,Centro-Oeste,2021-07-26,,,Standard,80,Indicação
C02623,Cliente 2623,F,56,Sudeste,2021-03-24,,,Premium,120,Indicação
C02624,Cliente 2624,F,63,Norte,2024-10-18,,,Basic,60,Facebook
C02625,Cliente 2625,F,43,Centro-Oeste,2020-10-08,,,Premium,120,Indicação
C02626,Cliente 2626,F,56,Nordeste,2021-11-05,,,Standard,80,Google Ads
C02627,Cliente 2627,F,58,Centro-Oeste,2020-02-26,,,Standard,80,Facebook
C02628,Cliente 2628,F,21,Sul,2020-07-09,2024-02-07,Uso baixo,Standard,80,Indicação
C02629,Cliente 2629,F,47,Sul,2021-10-05,,,Basic,60,Google Ads
C02630,Cliente 2630,M,47,Centro-Oeste,2024-01-26,2024-07-16,Uso baixo,Standard,80,Indicação
C02631,Cliente 2631,M,39,Norte,2020-02-11,,,Standard,80,Indicação
C02632,Cliente 2632,M,28,Sul,2024-02-18,,,Basic,60,Facebook
C02633,Cliente 2633,M,19,Sul,2023-04-11,,,Standard,80,Google Ads
C02634,Cliente 2634,F,61,Nordeste,2021-11-09,,,Basic,60,Online
C02635,Cliente 2635,F,29,Centro-Oeste,2023-06-27,,,Standard,80,Indicação
C02636,Cliente 2636,F,47,Sul,2024-03-13,,,Standard,80,Facebook
C02637,Cliente 2637,M,53,Norte,2021-05-16,,,Standard,80,Google Ads
C02638,Cliente 2638,F,35,Sudeste,2023-05-01,,,Basic,60,Indicação
C02639,Cliente 2639,F,43,Centro-Oeste,2022-02-28,,,Premium,120,Online
C02640,Cliente 2640,F,24,Nordeste,2022-01-19,,,Basic,60,Google Ads
C02641,Cliente 2641,M,18,Sul,2022-01-11,2024-01-09,Concorrência,Standard,80,Google Ads
C02642,Cliente 2642,F,43,Norte,2020-06-13,,,Standard,80,Facebook
C02643,Cliente 2643,M,40,Centro-Oeste,2022-01-24,,,Standard,80,Indicação
C02644,Cliente 2644,M,43,Norte,2020-03-30,,,Basic,60,Indicação
C02645,Cliente 2645,M,62,Norte,2024-09-10,2024-06-26,Preço,Standard,80,Google Ads
C02646,Cliente 2646,M,23,Nordeste,2022-09-13,2024-06-24,Concorrência,Basic,60,Indicação
C02647,Cliente 2647,F,23,Centro-Oeste,2022-12-17,2024-09-17,Uso baixo,Standard,80,Google Ads
C02648,Cliente 2648,M,61,Sul,2023-07-10,,,Standard,80,Online
C02649,Cliente 2649,M,25,Nordeste,2021-10-09,,,Standard,80,Facebook
C02650,Cliente 2650,F,41,Sul,2022-01-19,,,Standard,80,Indicação
C02651,Cliente 2651,F,39,Sudeste,2022-03-29,,,Premium,120,Indicação
C02652,Cliente 2652,M,36,Norte,2020-08-30,2024-05-18,Concorrência,Basic,60,Facebook
C02653,Cliente 2653,F,54,Sudeste,2021-10-24,,,Premium,120,Online
C02654,Cliente 2654,M,35,Norte,2022-05-07,,,Basic,60,Online
C02655,Cliente 2655,M,48,Nordeste,2024-11-17,,,Standard,80,Online
C02656,Cliente 2656,M,54,Sul,2020-08-06,2024-08-29,Uso baixo,Standard,80,Online
C02657,Cliente 2657,M,47,Sul,2020-01-09,,,Standard,80,Online
C02658,Cliente 2658,F,59,Nordeste,2021-03-05,,,Basic,60,Google Ads
C02659,Cliente 2659,M,50,Centro-Oeste,2020-01-13,,,Standard,80,Indicação
C02660,Cliente 2660,F,27,Sudeste,2024-12-03,,,Basic,60,Indicação
C02661,Cliente 2661,F,54,Sudeste,2022-06-25,,,Basic,60,Indicação
C02662,Cliente 2662,F,29,Sul,2022-08-27,,,Basic,60,Google Ads
C02663,Cliente 2663,F,47,Sul,2023-06-02,,,Standard,80,Facebook
C02664,Cliente 2664,M,44,Sul,2024-11-01,2024-06-03,Preço,Basic,60,Online
C02665,Cliente 2665,F,56,Nordeste,2021-11-20,2024-05-14,Uso baixo,Basic,60,Facebook
C02666,Cliente 2666,M,26,Centro-Oeste,2024-11-17,,,Basic,60,Online
C02667,Cliente 2667,F,38,Sudeste,2022-12-26,2024-06-26,Concorrência,Basic,60,Online
C02668,Cliente 2668,F,29,Norte,2024-08-19,,,Premium,120,Facebook
C02669,Cliente 2669,M,46,Nordeste,2021-11-07,2024-03-09,Concorrência,Premium,120,Indicação
